datetime,code,open,close,high,low,vol,amount
2017-03-27 11:30:00,000300,3491.19,3488.87,3491.31,3488.25,149594.61,1495949312.0
2017-03-27 11:25:00,000300,3490.23,3491.38,3491.38,3489.86,129366.14,1293664256.0
2017-03-27 11:20:00,000300,3490.04,3490.24,3490.94,3489.55,133118.93,1331191808.0
2017-03-27 11:15:00,000300,3489.02,3490.04,3490.46,3488.51,157256.61,1572569088.0
2017-03-27 11:10:00,000300,3485.87,3489.77,3490.14,3485.87,162878.8,1628790784.0
2017-03-27 11:05:00,000300,3486.71,3485.75,3486.71,3484.82,220837.6,2208378880.0
2017-03-27 11:00:00,000300,3489.11,3486.5,3489.82,3486.5,203815.5,2038157312.0
2017-03-27 10:55:00,000300,3491.83,3489.44,3491.83,3488.03,276213.48,2762137600.0
2017-03-27 10:50:00,000300,3495.0,3492.29,3495.53,3492.2,247238.8,2472390656.0
2017-03-27 10:45:00,000300,3493.3,3495.67,3495.84,3492.75,225830.2,2258305024.0
2017-03-27 10:40:00,000300,3497.37,3493.76,3497.56,3492.99,290090.32,2900905984.0
2017-03-27 10:35:00,000300,3501.22,3497.02,3501.22,3497.02,298304.44,2983047168.0
2017-03-27 10:30:00,000300,3504.37,3501.68,3505.41,3501.36,306496.0,3064963072.0
2017-03-27 10:25:00,000300,3501.62,3504.49,3505.2,3501.62,365345.72,3653459968.0
2017-03-27 10:20:00,000300,3500.67,3501.36,3501.36,3499.27,328637.8,3286380544.0
2017-03-27 10:15:00,000300,3500.05,3500.49,3501.91,3499.55,366219.76,3662200832.0
2017-03-27 10:10:00,000300,3497.97,3499.79,3499.79,3496.85,366201.76,3662020608.0
2017-03-27 10:05:00,000300,3500.01,3498.13,3500.39,3497.84,369051.6,3690518528.0
2017-03-27 10:00:00,000300,3505.1,3500.43,3505.89,3500.23,485946.32,4859465728.0
2017-03-27 09:55:00,000300,3499.52,3504.67,3505.23,3499.47,452845.08,4528453632.0
2017-03-27 09:50:00,000300,3495.45,3499.4,3499.69,3495.35,418266.04,4182663168.0
2017-03-27 09:45:00,000300,3496.16,3495.3,3496.16,3494.28,461010.84,4610111488.0
2017-03-27 09:40:00,000300,3494.55,3495.84,3496.61,3494.2,549150.08,5491503616.0
2017-03-27 09:35:00,000300,3488.76,3494.34,3494.39,3488.51,712624.0,7126242816.0
2017-03-24 15:00:00,000300,3488.98,3489.6,3489.68,3488.54,520371.96,5203722240.0
2017-03-24 14:55:00,000300,3487.58,3488.86,3488.99,3487.15,440664.6,4406648832.0
2017-03-24 14:50:00,000300,3488.78,3487.76,3489.06,3486.16,433806.24,4338065408.0
2017-03-24 14:45:00,000300,3491.2,3489.25,3491.44,3488.94,368629.88,3686301696.0
2017-03-24 14:40:00,000300,3489.84,3491.42,3491.5,3489.1,342929.92,3429302272.0
2017-03-24 14:35:00,000300,3493.06,3489.73,3493.49,3489.73,386258.24,3862585344.0
2017-03-24 14:30:00,000300,3496.52,3492.84,3499.32,3492.84,650657.52,6506577920.0
2017-03-24 14:25:00,000300,3489.49,3496.28,3496.28,3489.41,720836.72,7208370176.0
2017-03-24 14:20:00,000300,3485.4,3489.22,3489.26,3485.32,504689.16,5046894592.0
2017-03-24 14:15:00,000300,3478.75,3485.08,3485.09,3476.98,473132.76,4731330560.0
2017-03-24 14:10:00,000300,3477.73,3478.81,3479.93,3477.73,367440.44,3674406912.0
2017-03-24 14:05:00,000300,3473.0,3477.6,3477.77,3473.0,350890.92,3508912128.0
2017-03-24 14:00:00,000300,3472.42,3473.41,3473.41,3471.96,209417.6,2094178304.0
2017-03-24 13:55:00,000300,3471.67,3472.36,3472.36,3471.1,189243.92,1892442112.0
